Kernel,nu,Parameters,AUC-ROC
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.992280701754386
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.992280701754386
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9644444444444444
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9644444444444444
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9644444444444444
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9796491228070175
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9796491228070175
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9796491228070175
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9777777777777777
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9777777777777777
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9777777777777777
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.968187134502924
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.968187134502924
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.968187134502924
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9738011695906433
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9738011695906433
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9738011695906433
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.992280701754386
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.992280701754386
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.992280701754386
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9773099415204679
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9773099415204679
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9773099415204679
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.9677192982456141
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.9677192982456141
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.9677192982456141
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9969590643274854
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9969590643274854
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9969590643274854
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9483040935672515
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9483040935672515
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9483040935672515
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.9749707602339182
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.9749707602339182
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.9749707602339182
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.9511111111111111
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.9511111111111111
Full GH Kernel,0.1,"{'alpha': 1.5, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.9511111111111111
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9576608187134503
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9576608187134503
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9576608187134503
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9595321637426901
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9595321637426901
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9595321637426901
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.96
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.96
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.96
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.9660818713450292
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.9660818713450292
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.9660818713450292
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9604678362573099
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9604678362573099
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9604678362573099
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9623391812865497
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9623391812865497
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9623391812865497
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9660818713450292
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9660818713450292
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9660818713450292
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.9677192982456141
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.9677192982456141
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.9677192982456141
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9637426900584796
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9637426900584796
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9637426900584796
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9656140350877194
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9656140350877194
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9656140350877194
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.968187134502924
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.968187134502924
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.968187134502924
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.9698245614035088
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.9698245614035088
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.9698245614035088
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9583625730994152
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9583625730994152
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9583625730994152
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9635087719298245
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9635087719298245
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9635087719298245
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9749707602339182
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9749707602339182
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9749707602339182
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.9754385964912281
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.9754385964912281
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.9754385964912281
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9726315789473684
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9726315789473684
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9726315789473684
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9723976608187135
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9723976608187135
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9723976608187135
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9733333333333334
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9733333333333334
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9733333333333334
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.9789473684210527
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.9789473684210527
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.9789473684210527
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9665497076023392
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9665497076023392
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9665497076023392
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9723976608187135
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9723976608187135
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9723976608187135
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.9787134502923976
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.9787134502923976
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.9787134502923976
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.984561403508772
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.984561403508772
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.0, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.984561403508772
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9621052631578948
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9621052631578948
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9621052631578948
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9698245614035088
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9698245614035088
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9698245614035088
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9885380116959065
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9885380116959065
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9885380116959065
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.9611695906432749
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.9611695906432749
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.9611695906432749
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.9721637426900585
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.9721637426900585
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.9721637426900585
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9890058479532164
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9890058479532164
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9890058479532164
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9630409356725147
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9630409356725147
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9630409356725147
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.9445614035087719
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.9445614035087719
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.9445614035087719
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9890058479532164
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9890058479532164
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9890058479532164
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9656140350877194
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9656140350877194
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9656140350877194
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.9492397660818714
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.9492397660818714
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.9492397660818714
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.9702923976608188
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.9702923976608188
Full GH Kernel,0.1,"{'alpha': 2.0, 'beta': 0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.9702923976608188
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9569590643274853
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9569590643274853
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.5}",0.9569590643274853
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': -0.5}",0.9590643274853802
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.0}",0.9590643274853802
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 0.0, 'mu': 0.5}",0.9590643274853802
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': -0.5}",0.9590643274853802
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.0}",0.9590643274853802
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 1.0, 'mu': 0.5}",0.9590643274853802
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': -0.5}",0.9637426900584796
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.0}",0.9637426900584796
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 0.5, 'lambda': 2.0, 'mu': 0.5}",0.9637426900584796
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': -0.5}",0.959766081871345
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.0}",0.959766081871345
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': -1.0, 'mu': 0.5}",0.959766081871345
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': -0.5}",0.9614035087719298
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.0}",0.9614035087719298
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 0.0, 'mu': 0.5}",0.9614035087719298
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': -0.5}",0.9651461988304094
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.0}",0.9651461988304094
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 1.0, 'mu': 0.5}",0.9651461988304094
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': -0.5}",0.9667836257309942
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.0}",0.9667836257309942
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.0, 'lambda': 2.0, 'mu': 0.5}",0.9667836257309942
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': -0.5}",0.9632748538011696
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.0}",0.9632748538011696
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': -1.0, 'mu': 0.5}",0.9632748538011696
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': -0.5}",0.9642105263157895
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.0}",0.9642105263157895
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 0.0, 'mu': 0.5}",0.9642105263157895
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': -0.5}",0.9658479532163743
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.0}",0.9658479532163743
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 1.0, 'mu': 0.5}",0.9658479532163743
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': -0.5}",0.968187134502924
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.0}",0.968187134502924
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': -0.5, 'delta': 1.5, 'lambda': 2.0, 'mu': 0.5}",0.968187134502924
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': -0.5}",0.9581286549707603
Full GH Kernel,0.1,"{'alpha': 2.5, 'beta': 0.0, 'delta': 0.5, 'lambda': -1.0, 'mu': 0.0}",0.9581286549707603
